date,title,summary,topic,media,link
2022-08-11,Salinas demanda por nueva construcción ilegal en zona marítimo terrestre,"La alcaldesa de Salinas, Karilyn Bonilla Colón, informó que el municipio sometió una demanda (interdicto estatutario preliminar y permanente) con la intención ...",MUNICIPIOS,Noticel,https://www.noticel.com/municipios/tribunales/ahora/20220811/salinas-demanda-por-nueva-construccion-ilegal-en-zona-maritimo-terrestre/
2022-08-11,A la cárcel otro hombre que agredió sexualmente a su hijastra de nueve años,"Luis Enrique Peña Ocasio dormirá esta noche en la cárcel de Bayamón luego de fuera acusado formalmente por agresión sexual, actos lascivos y maltrato a menore...",Tribunales,Noticel,https://www.noticel.com/tribunales/ahora/20220811/a-la-carcel-otro-hombre-que-agredio-sexualmente-a-su-hijastra-de-nueve-anos/
2022-08-11,Nuevas guías del CDC para el Covid-19 elimina la recomendación de mantener seis pies de distancia ,"Los Centros para el Control y la Prevención de Enfermedades (CDC, en inglés) publicaron nuevas guías para manejar el Coviid-19, entre las que se destaca quitar...",Ahora,Noticel,https://www.noticel.com/ahora/top-stories/20220811/nuevas-guias-del-cdc-para-el-covid-19-elimina-la-recomendacion-de-mantener-seis-pies-de-distancia/
2022-08-11,Federales acusan ex ayudante de maestro por explotación sexual a estudiante,"Las autoridades federales informaron que un gran jurado emitió una acusación contra el ex ayudante de maestro Josualis Carrasquillo Ramos, de 21 años, por expl...",Ahora,Noticel,https://www.noticel.com/ahora/20220811/federales-acusan-ex-ayudante-de-maestro-por-explotacion-sexual-a-estudiante/
2022-08-11,Se reanudan en Cayey y Salinas las semifinales de la Doble A,"Las series semifinales del Béisbol Superior Doble A se reanudarán mañana, viernes, con juegos en los estadios Pedro Montañez, de Cayey, y Manuel González, de S...",Deportes,Noticel,https://www.noticel.com/deportes/20220811/se-reanudan-en-cayey-y-salinas-las-semifinales-de-la-doble-a/
2022-08-11,Tarifa especial para universitarios en transporte colectivo ante inicio de clases,"La secretaria del Departamento de Transportación y Obras Públicas (DTOP), Eileen Vélez Vega, exhortó hoy a los alumnos que se preparan para comenzar clases est...",Educación,Noticel,https://www.noticel.com/gobierno/20220811/tarifa-especial-para-universitarios-en-transporte-colectivo-ante-inicio-de-clases/
2022-08-11,Fiscal General de Estados Unidos personalmente autorizó registro a casa de Trump,"WASHINGTON - El fiscal general de Estados Unidos, Merrick Garland, autorizó personalmente la decisión de solicitar la orden de registro del pasado lunes a la r...",Estados Unidos,Noticel,https://www.noticel.com/estados-unidos/politica/ahora/top-stories/20220811/fiscal-general-de-estados-unidos-personalmente-autorizo-registro-a-casa-de-trump/
2022-08-11,Universal celebrará esta Navidad con Harry Potter y Grinch,Varias historias de la cultura pop y sus personajes más queridos estarán al alcance del público las próximas navidades en los parques de Universal Orlando Reso...,A Viajar,Noticel,https://www.noticel.com/a-viajar/vida/20220811/universal-celebrara-esta-navidad-con-harry-potter-y-grinch/
2022-08-11,Mike Tyson le declara la guerra a Hulu por la nueva serie sobre su vida,"El exboxeador estadounidense Mike Tyson vive una guerra abierta con la plataforma audiovisual 'Hulu' por la serie 'MIKE', un contenido de ocho episodios sobre ...",Deportes,Noticel,https://www.noticel.com/deportes/pop/20220811/mike-tyson-le-declara-la-guerra-a-hulu-por-la-nueva-serie-sobre-su-vida/
2022-08-11,Bomberos atienden incendio en centro de reciclaje de metales en Carolina,"El Negociado del Cuerpo de Bomberos (NCBPE atiende este jueves, un incendio en la planta de reciclaje de metales DCN que ubica en la carretera PR-887, en Carol...",Ahora,Noticel,https://www.noticel.com/ahora/top-stories/20220811/bomberos-atienden-incendio-en-centro-de-reciclaje-de-metales-en-carolina/
2022-08-11,Encuentran cuerpo de hombre baleado dentro de residencia Puerto Nuevo,"Una muerte violenta fue reportada en horas de la tarde de hoy, en u a residencia de la calle #1 de la urbanización Caparra Terrace, en Puerto Nuevo.
Según se ...",Policíacas,Noticel,https://www.noticel.com/policiacas/la-calle/20220811/encuentran-cuerpo-de-hombre-baleado-dentro-de-residencia-puerto-nuevo/
2022-08-12,Familia de la actriz Anne Heche dice que no sobrevivirá al accidente ,La familia de la actriz estadounidense Anne Heche dijo este viernes que la artista sufre una herida cerebral severa a causa de su accidente de tráfico y que no...,Pop!,Noticel,https://www.noticel.com/pop/20220812/familia-de-la-actriz-anne-heche-dice-que-no-sobrevivira-al-accidente/
